targetId,comparatorId,outcomeIds,excludedCovariateConceptIds,includedCovariateConceptIds
1770710,1770711,1770712;1770713,907013;974166;978555;1308216;1310756;1331235;1334456;1335471;1340128;1341927;1342439;1363749;1373225;1395058,
